fecha,volumen,variedad,zona,volumen_log,region,precio_promedio_kg,indice_precio_diesel
2026-04-24,482.0,Papa Blanca,Huancayo,6.180016653652572,Junin,1.73,131.1866
2026-04-24,370.0,Papa Blanca,Huanuco,5.916202062607435,Huanuco,1.73,131.1866
2026-04-24,60.0,Papa Blanca,Ambo,4.110873864173311,Huanuco,1.73,131.1866
2026-04-24,128.0,Papa Blanca,Tayacaja,4.859812404361672,Huancavelica,1.73,131.1866
2026-04-24,17.0,Papa Blanca,Huancavelica,2.8903717578961645,Huancavelica,1.73,131.1866
2026-04-24,56.0,Papa Blanca,Huanta,4.04305126783455,Ayacucho,1.73,131.1866
2026-04-24,354.0,Papa Blanca,Huamanga,5.872117789475416,Ayacucho,1.73,131.1866
2026-04-24,255.0,Papa Blanca,Arequipa,5.545177444479562,Arequipa,1.73,131.1866
2026-04-24,90.0,Papa Blanca,Andahuaylas,4.51085950651685,Apurimac,1.73,131.1866
2026-04-24,76.0,Papa Amarilla,Ambo,4.343805421853684,Huanuco,2.1,131.1866
2026-04-24,24.0,Papa Amarilla,Huamanga,3.218875824868201,Ayacucho,2.1,131.1866
2026-04-23,1.0,Papa Yungay,Lima,0.6931471805599453,Lima,1.76,131.1866
2026-04-23,23.0,Papa Yungay,Huancayo,3.1780538303479458,Junin,1.76,131.1866
2026-04-23,26.0,Papa Huayro,Huanuco,3.295836866004329,Huanuco,1.73,131.1866
2026-04-23,19.0,Papa Canchan,Huamanga,2.995732273553991,Ayacucho,1.43,131.1866
2026-04-23,24.0,Papa Blanca,Pasco,3.218875824868201,Pasco,1.76,131.1866
2026-04-23,62.0,Papa Blanca,Daniel Alcides Carrion,4.143134726391533,Pasco,1.76,131.1866
2026-04-23,10.0,Papa Blanca,Lima,2.3978952727983707,Lima,1.76,131.1866
2026-04-23,52.0,Papa Blanca,Yauli,3.970291913552122,Junin,1.76,131.1866
2026-04-23,532.0,Papa Blanca,Tarma,6.278521424165844,Junin,1.76,131.1866
2026-04-23,101.0,Papa Blanca,Jauja,4.624972813284271,Junin,1.76,131.1866
2026-04-23,466.0,Papa Blanca,Huancayo,6.1463292576688975,Junin,1.76,131.1866
2026-04-23,347.0,Papa Blanca,Huanuco,5.8522024797744745,Huanuco,1.76,131.1866
2026-04-23,34.0,Papa Blanca,Tayacaja,3.555348061489413,Huancavelica,1.76,131.1866
2026-04-23,34.0,Papa Blanca,Huancavelica,3.555348061489413,Huancavelica,1.76,131.1866
2026-04-23,504.0,Papa Blanca,Huamanga,6.22455842927536,Ayacucho,1.76,131.1866
2026-04-23,297.0,Papa Blanca,Arequipa,5.697093486505405,Arequipa,1.76,131.1866
2026-04-23,38.0,Papa Amarilla,Ambo,3.6635616461296463,Huanuco,1.95,131.1866
2026-04-22,3.0,Papa Yungay,Lima,1.3862943611198906,Lima,2.0,131.1866
2026-04-22,49.0,Papa Unica,Arequipa,3.912023005428146,Arequipa,2.03,131.1866
2026-04-22,6.0,Papa Peruanita,Huamanga,1.9459101490553128,Ayacucho,2.1,131.1866
2026-04-22,23.0,Papa Color,Arequipa,3.1780538303479458,Arequipa,1.73,131.1866
2026-04-22,42.0,Papa Canchan,Huamanga,3.7612001156935615,Ayacucho,1.43,131.1866
2026-04-22,11.0,Papa Blanca,Pasco,2.4849066497880004,Pasco,2.0,131.1866
2026-04-22,44.0,Papa Blanca,Lima,3.80666248977032,Lima,2.0,131.1866
2026-04-22,1.0,Papa Blanca,Barranca,0.6931471805599453,Lima,2.0,131.1866
2026-04-22,14.0,Papa Blanca,Yauli,2.70805020110221,Junin,2.0,131.1866
2026-04-22,145.0,Papa Blanca,Tarma,4.983606621708336,Junin,2.0,131.1866
2026-04-22,14.0,Papa Blanca,Junin,2.70805020110221,Junin,2.0,131.1866
2026-04-22,168.0,Papa Blanca,Jauja,5.1298987149230735,Junin,2.0,131.1866
2026-04-22,298.0,Papa Blanca,Huancayo,5.700443573390686,Junin,2.0,131.1866
2026-04-22,222.0,Papa Blanca,Huanuco,5.407171771460119,Huanuco,2.0,131.1866
2026-04-22,27.0,Papa Blanca,Tayacaja,3.332204510175204,Huancavelica,2.0,131.1866
2026-04-22,13.0,Papa Blanca,Huanta,2.639057329615259,Ayacucho,2.0,131.1866
2026-04-22,308.0,Papa Blanca,Huamanga,5.733341276897746,Ayacucho,2.0,131.1866
2026-04-22,431.0,Papa Blanca,Arequipa,6.068425588244111,Arequipa,2.0,131.1866
2026-04-22,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,2.43,131.1866
2026-04-22,15.0,Papa Amarilla,Ambo,2.772588722239781,Huanuco,2.43,131.1866
2026-04-21,17.0,Papa Yungay,Tarma,2.8903717578961645,Junin,1.88,131.1866
2026-04-21,19.0,Papa Yungay,Andahuaylas,2.995732273553991,Apurimac,1.88,131.1866
2026-04-21,20.0,Papa Huayro,Huanuco,3.044522437723423,Huanuco,1.95,131.1866
2026-04-21,23.0,Papa Canchan,Tarma,3.1780538303479458,Junin,1.5,131.1866
2026-04-21,41.0,Papa Canchan,Huamanga,3.737669618283368,Ayacucho,1.5,131.1866
2026-04-21,71.0,Papa Blanca,Pasco,4.276666119016055,Pasco,1.88,131.1866
2026-04-21,50.0,Papa Blanca,Daniel Alcides Carrion,3.9318256327243257,Pasco,1.88,131.1866
2026-04-21,8.0,Papa Blanca,Lima,2.19722457733622,Lima,1.88,131.1866
2026-04-21,382.0,Papa Blanca,Tarma,5.948034989180646,Junin,1.88,131.1866
2026-04-21,34.0,Papa Blanca,Jauja,3.555348061489413,Junin,1.88,131.1866
2026-04-21,460.0,Papa Blanca,Huancayo,6.133398042996649,Junin,1.88,131.1866
2026-04-21,510.0,Papa Blanca,Huanuco,6.236369590203704,Huanuco,1.88,131.1866
2026-04-21,48.0,Papa Blanca,Huancavelica,3.8918202981106265,Huancavelica,1.88,131.1866
2026-04-21,32.0,Papa Blanca,Huanta,3.49650756146648,Ayacucho,1.88,131.1866
2026-04-21,19.0,Papa Blanca,Huanca Sancos,2.995732273553991,Ayacucho,1.88,131.1866
2026-04-21,655.0,Papa Blanca,Huamanga,6.486160788944089,Ayacucho,1.88,131.1866
2026-04-21,248.0,Papa Blanca,Arequipa,5.517452896464707,Arequipa,1.88,131.1866
2026-04-21,12.0,Papa Blanca,Andahuaylas,2.5649493574615367,Apurimac,1.88,131.1866
2026-04-21,85.0,Papa Amarilla,Ambo,4.454347296253507,Huanuco,2.43,131.1866
2026-04-20,36.0,Papa Yungay,Huancayo,3.610917912644224,Junin,1.7,131.1866
2026-04-20,26.0,Papa Canchan,Huanuco,3.295836866004329,Huanuco,1.45,131.1866
2026-04-20,2.0,Papa Blanca,Lima,1.0986122886681096,Lima,1.7,131.1866
2026-04-20,19.0,Papa Blanca,Tarma,2.995732273553991,Junin,1.7,131.1866
2026-04-20,64.0,Papa Blanca,Jauja,4.174387269895637,Junin,1.7,131.1866
2026-04-20,58.0,Papa Blanca,Huancayo,4.07753744390572,Junin,1.7,131.1866
2026-04-20,139.0,Papa Blanca,Huanuco,4.941642422609304,Huanuco,1.7,131.1866
2026-04-20,10.0,Papa Blanca,Tayacaja,2.3978952727983707,Huancavelica,1.7,131.1866
2026-04-20,20.0,Papa Blanca,Huanta,3.044522437723423,Ayacucho,1.7,131.1866
2026-04-20,127.0,Papa Blanca,Huamanga,4.852030263919617,Ayacucho,1.7,131.1866
2026-04-20,162.0,Papa Blanca,Arequipa,5.093750200806762,Arequipa,1.7,131.1866
2026-04-20,40.0,Papa Blanca,Andahuaylas,3.713572066704308,Apurimac,1.7,131.1866
2026-04-20,14.0,Papa Amarilla,Ambo,2.70805020110221,Huanuco,2.43,131.1866
2026-04-19,8.0,Papa Yungay,Lima,2.19722457733622,Lima,1.31,131.1866
2026-04-19,54.0,Papa Yungay,Tarma,4.007333185232471,Junin,1.31,131.1866
2026-04-19,24.0,Papa Yungay,Jauja,3.218875824868201,Junin,1.31,131.1866
2026-04-19,22.0,Papa Yungay,Huancayo,3.1354942159291497,Junin,1.31,131.1866
2026-04-19,30.0,Papa Yungay,Huanuco,3.4339872044851463,Huanuco,1.31,131.1866
2026-04-19,49.0,Papa Yungay,Huamanga,3.912023005428146,Ayacucho,1.31,131.1866
2026-04-19,41.0,Papa Yungay,Arequipa,3.737669618283368,Arequipa,1.31,131.1866
2026-04-19,25.0,Papa Unica,Arequipa,3.258096538021482,Arequipa,2.2,131.1866
2026-04-19,39.0,Papa Canchan,Huanuco,3.688879454113936,Huanuco,1.5,131.1866
2026-04-19,135.0,Papa Canchan,Huamanga,4.912654885736052,Ayacucho,1.5,131.1866
2026-04-19,35.0,Papa Blanca,Pasco,3.58351893845611,Pasco,1.31,131.1866
2026-04-19,12.0,Papa Blanca,Lima,2.5649493574615367,Lima,1.31,131.1866
2026-04-19,155.0,Papa Blanca,Tarma,5.049856007249537,Junin,1.31,131.1866
2026-04-19,31.0,Papa Blanca,Jauja,3.4657359027997265,Junin,1.31,131.1866
2026-04-19,459.0,Papa Blanca,Huancayo,6.131226489483141,Junin,1.31,131.1866
2026-04-19,355.0,Papa Blanca,Huanuco,5.87493073085203,Huanuco,1.31,131.1866
2026-04-19,60.0,Papa Blanca,Tayacaja,4.110873864173311,Huancavelica,1.31,131.1866
2026-04-19,379.0,Papa Blanca,Huamanga,5.940171252720432,Ayacucho,1.31,131.1866
2026-04-19,24.0,Papa Blanca,Cangallo,3.218875824868201,Ayacucho,1.31,131.1866
2026-04-19,67.0,Papa Blanca,Arequipa,4.219507705176107,Arequipa,1.31,131.1866
2026-04-19,38.0,Papa Amarilla,Huancayo,3.6635616461296463,Junin,2.25,131.1866
2026-04-19,100.0,Papa Amarilla,Ambo,4.61512051684126,Huanuco,2.25,131.1866
2026-04-18,11.0,Papa Yungay,Pasco,2.4849066497880004,Pasco,1.31,131.1866
2026-04-18,1.0,Papa Yungay,Lima,0.6931471805599453,Lima,1.31,131.1866
2026-04-18,4.0,Papa Yungay,Barranca,1.6094379124341005,Lima,1.31,131.1866
2026-04-18,89.0,Papa Yungay,Tarma,4.499809670330265,Junin,1.31,131.1866
2026-04-18,38.0,Papa Yungay,Jauja,3.6635616461296463,Junin,1.31,131.1866
2026-04-18,49.0,Papa Yungay,Huancayo,3.912023005428146,Junin,1.31,131.1866
2026-04-18,171.0,Papa Yungay,Huanuco,5.147494476813453,Huanuco,1.31,131.1866
2026-04-18,30.0,Papa Yungay,Huanta,3.4339872044851463,Ayacucho,1.31,131.1866
2026-04-18,32.0,Papa Yungay,Huamanga,3.49650756146648,Ayacucho,1.31,131.1866
2026-04-18,19.0,Papa Yungay,Arequipa,2.995732273553991,Arequipa,1.31,131.1866
2026-04-18,139.0,Papa Unica,Arequipa,4.941642422609304,Arequipa,2.2,131.1866
2026-04-18,32.0,Papa Canchan,Huamanga,3.49650756146648,Ayacucho,1.5,131.1866
2026-04-18,32.0,Papa Canchan,Arequipa,3.49650756146648,Arequipa,1.5,131.1866
2026-04-18,23.0,Papa Blanca,Pasco,3.1780538303479458,Pasco,1.31,131.1866
2026-04-18,18.0,Papa Blanca,Lima,2.9444389791664403,Lima,1.31,131.1866
2026-04-18,264.0,Papa Blanca,Tarma,5.579729825986222,Junin,1.31,131.1866
2026-04-18,12.0,Papa Blanca,Junin,2.5649493574615367,Junin,1.31,131.1866
2026-04-18,14.0,Papa Blanca,Jauja,2.70805020110221,Junin,1.31,131.1866
2026-04-18,341.0,Papa Blanca,Huancayo,5.834810737062605,Junin,1.31,131.1866
2026-04-18,392.0,Papa Blanca,Huanuco,5.973809611869261,Huanuco,1.31,131.1866
2026-04-18,23.0,Papa Blanca,Huancavelica,3.1780538303479458,Huancavelica,1.31,131.1866
2026-04-18,22.0,Papa Blanca,Huanta,3.1354942159291497,Ayacucho,1.31,131.1866
2026-04-18,383.0,Papa Blanca,Huamanga,5.950642552587727,Ayacucho,1.31,131.1866
2026-04-18,254.0,Papa Blanca,Arequipa,5.541263545158426,Arequipa,1.31,131.1866
2026-04-18,52.0,Papa Blanca,Andahuaylas,3.970291913552122,Apurimac,1.31,131.1866
2026-04-18,14.0,Papa Amarilla,Ambo,2.70805020110221,Huanuco,2.25,131.1866
2026-04-18,5.0,Papa Amarilla,Huamanga,1.791759469228055,Ayacucho,2.25,131.1866
2026-04-17,20.0,Papa Yungay,Pasco,3.044522437723423,Pasco,1.28,131.1866
2026-04-17,24.0,Papa Yungay,Tarma,3.218875824868201,Junin,1.28,131.1866
2026-04-17,13.0,Papa Yungay,Junin,2.639057329615259,Junin,1.28,131.1866
2026-04-17,23.0,Papa Yungay,Jauja,3.1780538303479458,Junin,1.28,131.1866
2026-04-17,65.0,Papa Yungay,Huancayo,4.189654742026425,Junin,1.28,131.1866
2026-04-17,63.0,Papa Yungay,Huanuco,4.158883083359672,Huanuco,1.28,131.1866
2026-04-17,20.0,Papa Yungay,Tayacaja,3.044522437723423,Huancavelica,1.28,131.1866
2026-04-17,8.0,Papa Yungay,Huancavelica,2.19722457733622,Huancavelica,1.28,131.1866
2026-04-17,23.0,Papa Yungay,Acobamba,3.1780538303479458,Huancavelica,1.28,131.1866
2026-04-17,79.0,Papa Yungay,Huamanga,4.382026634673881,Ayacucho,1.28,131.1866
2026-04-17,66.0,Papa Yungay,Arequipa,4.204692619390966,Arequipa,1.28,131.1866
2026-04-17,53.0,Papa Unica,Arequipa,3.9889840465642745,Arequipa,2.18,131.1866
2026-04-17,60.0,Papa Blanca,Pasco,4.110873864173311,Pasco,1.28,131.1866
2026-04-17,34.0,Papa Blanca,Lima,3.555348061489413,Lima,1.28,131.1866
2026-04-17,146.0,Papa Blanca,Tarma,4.990432586778736,Junin,1.28,131.1866
2026-04-17,78.0,Papa Blanca,Jauja,4.3694478524670215,Junin,1.28,131.1866
2026-04-17,407.0,Papa Blanca,Huancayo,6.0112671744041615,Junin,1.28,131.1866
2026-04-17,305.0,Papa Blanca,Huanuco,5.723585101952381,Huanuco,1.28,131.1866
2026-04-17,13.0,Papa Blanca,Ambo,2.639057329615259,Huanuco,1.28,131.1866
2026-04-17,7.0,Papa Blanca,Tayacaja,2.079441541679836,Huancavelica,1.28,131.1866
2026-04-17,45.0,Papa Blanca,Huancavelica,3.828641396489095,Huancavelica,1.28,131.1866
2026-04-17,15.0,Papa Blanca,Huanta,2.772588722239781,Ayacucho,1.28,131.1866
2026-04-17,303.0,Papa Blanca,Huamanga,5.717027701406222,Ayacucho,1.28,131.1866
2026-04-17,273.0,Papa Blanca,Arequipa,5.613128106388071,Arequipa,1.28,131.1866
2026-04-17,60.0,Papa Blanca,Andahuaylas,4.110873864173311,Apurimac,1.28,131.1866
2026-04-17,39.0,Papa Amarilla,Huancayo,3.688879454113936,Junin,2.28,131.1866
2026-04-17,40.0,Papa Amarilla,Ambo,3.713572066704308,Huanuco,2.28,131.1866
2026-04-17,39.0,Papa Amarilla,Huamanga,3.688879454113936,Ayacucho,2.28,131.1866
2026-04-16,21.0,Papa Yungay,Pasco,3.091042453358316,Pasco,1.23,131.1866
2026-04-16,3.0,Papa Yungay,Lima,1.3862943611198906,Lima,1.23,131.1866
2026-04-16,124.0,Papa Yungay,Tarma,4.8283137373023015,Junin,1.23,131.1866
2026-04-16,52.0,Papa Yungay,Huancayo,3.970291913552122,Junin,1.23,131.1866
2026-04-16,62.0,Papa Yungay,Huanuco,4.143134726391533,Huanuco,1.23,131.1866
2026-04-16,105.0,Papa Yungay,Huamanga,4.663439094112067,Ayacucho,1.23,131.1866
